agents;comms;simulations;mean;dvest;r;time
21;360;30;1.0;0.0;0.0;0:03.10
21;370;30;1.0;0.0;0.0;0:03.18
21;380;30;1.0;0.0;0.0;0:03.32
21;390;30;1.0;0.0;0.0;0:02.82
21;400;30;1.0;0.0;0.0;0:03.38
21;410;30;1.0;0.0;0.0;0:03.32
21;420;30;1.0;0.0;0.0;0:03.13
21;430;30;1.0;0.0;0.0;0:03.52
21;440;30;1.0;0.0;0.0;0:03.51
21;450;30;1.0;0.0;0.0;0:03.25
21;460;30;1.0;0.0;0.0;0:03.20
21;470;30;1.0;0.0;0.0;0:03.16
21;480;30;1.0;0.0;0.0;0:03.03
21;490;30;1.0;0.0;0.0;0:03.07
21;500;30;1.0;0.0;0.0;0:03.28
21;510;30;1.0;0.0;0.0;0:03.16
21;520;30;1.0;0.0;0.0;0:03.79
21;530;30;1.0;0.0;0.0;0:03.20
21;540;30;1.0;0.0;0.0;0:02.90
21;550;30;1.0;0.0;0.0;0:03.09
21;560;30;1.0;0.0;0.0;0:03.29
21;570;30;1.0;0.0;0.0;0:03.30
21;580;30;1.0;0.0;0.0;0:03.23
21;590;30;1.0;0.0;0.0;0:03.28
21;600;30;1.0;0.0;0.0;0:03.12
22;10;30;0.0;0.0;0.0;0:00.54
22;20;30;0.0;0.0;0.0;0:00.74
22;30;30;0.0;0.0;0.0;0:00.95
22;40;30;0.0;0.0;0.0;0:01.17
22;50;30;0.0;0.0;0.0;0:01.35
22;60;30;0.0;0.0;0.0;0:01.46
22;70;30;0.0;0.0;0.0;0:01.78
22;80;30;0.0;0.0;0.0;0:01.98
22;90;30;0.0;0.0;0.0;0:02.16
22;100;30;0.0;0.0;0.0;0:02.19
22;110;30;0.0;0.0;0.0;0:02.37
22;120;30;0.0;0.0;0.0;0:02.79
22;130;570;0.05789473684210526;0.23374942528508627;0.01923029676736135;0:48.64
22;140;990;0.11414141414141414;0.31814366171019387;0.01984200636066216;1:32.70
22;150;1590;0.2069182389937107;0.40522383419915503;0.01993312731189815;2:36.54
22;160;2100;0.31857142857142856;0.466033363500946;0.019943710139502083;3:33.62
22;170;2400;0.4608333333333333;0.49856749078242424;0.019956555970800927;4:13.07
22;180;2340;0.5837606837606838;0.49303958424262817;0.019986959930392543;4:18.94
22;190;2100;0.6847619047619048;0.4647212922211828;0.01988756057739909;3:58.36
22;200;1530;0.8065359477124183;0.39514271293536807;0.019815282769256638;3:18.39
22;210;1110;0.8675675675675676;0.339113085548598;0.01997125651275052;2:28.57
22;220;720;0.9208333333333333;0.27018640863354354;0.019768650685682444;1:36.66
22;230;30;1.0;0.0;0.0;0:04.34
22;240;390;0.958974358974359;0.19860431876822987;0.01977232794685796;0:49.06
22;250;120;0.9916666666666667;0.09128709291752739;0.016500832303549998;0:15.32
22;260;30;1.0;0.0;0.0;0:04.00
22;270;150;0.9866666666666667;0.11508191810497569;0.018567408772215823;0:19.18
22;280;30;1.0;0.0;0.0;0:03.98
22;290;30;1.0;0.0;0.0;0:03.83
22;300;30;1.0;0.0;0.0;0:03.88
22;310;30;1.0;0.0;0.0;0:04.65
22;320;30;1.0;0.0;0.0;0:04.02
22;330;30;1.0;0.0;0.0;0:03.73
22;340;30;1.0;0.0;0.0;0:04.16
22;350;30;1.0;0.0;0.0;0:03.92
22;360;30;1.0;0.0;0.0;0:03.81
22;370;30;1.0;0.0;0.0;0:04.33
22;380;30;1.0;0.0;0.0;0:04.18
22;390;30;1.0;0.0;0.0;0:03.98
22;400;30;1.0;0.0;0.0;0:04.09
22;410;30;1.0;0.0;0.0;0:04.16
22;420;30;1.0;0.0;0.0;0:04.24
22;430;30;1.0;0.0;0.0;0:04.21
22;440;30;1.0;0.0;0.0;0:03.86
22;450;30;1.0;0.0;0.0;0:04.06
22;460;30;1.0;0.0;0.0;0:04.59
22;470;30;1.0;0.0;0.0;0:03.96
22;480;30;1.0;0.0;0.0;0:03.94
22;490;30;1.0;0.0;0.0;0:03.87
22;500;30;1.0;0.0;0.0;0:04.21
22;510;30;1.0;0.0;0.0;0:03.85
22;520;30;1.0;0.0;0.0;0:03.83
22;530;30;1.0;0.0;0.0;0:04.47
22;540;30;1.0;0.0;0.0;0:04.12
22;550;30;1.0;0.0;0.0;0:04.09
22;560;30;1.0;0.0;0.0;0:03.99
22;570;30;1.0;0.0;0.0;0:04.15
22;580;30;1.0;0.0;0.0;0:04.23
22;590;30;1.0;0.0;0.0;0:03.97
22;600;30;1.0;0.0;0.0;0:03.95
23;10;30;0.0;0.0;0.0;0:00.61
23;20;30;0.0;0.0;0.0;0:00.83
23;30;30;0.0;0.0;0.0;0:01.07
23;40;30;0.0;0.0;0.0;0:01.38
23;50;30;0.0;0.0;0.0;0:01.53
23;60;30;0.0;0.0;0.0;0:01.76
23;70;30;0.0;0.0;0.0;0:01.98
23;80;30;0.0;0.0;0.0;0:02.21
23;90;30;0.0;0.0;0.0;0:02.46
23;100;30;0.0;0.0;0.0;0:02.69
23;110;30;0.0;0.0;0.0;0:02.93
23;120;150;0.013333333333333334;0.11508191810497581;0.018567408772215844;0:14.50
23;130;390;0.041025641025641026;0.19860431876822987;0.01977232794685796;0:36.98
23;140;750;0.084;0.2775729255024031;0.019897426937158492;1:22.11
23;150;1350;0.16444444444444445;0.37081575504657105;0.019798359964642347;2:34.63
23;160;1860;0.2618279569892473;0.43974770564351945;0.01999760805612091;3:44.76
23;170;2310;0.3926406926406926;0.4884437115187077;0.019928946260429084;4:49.64
23;180;2400;0.53;0.49920320004104674;0.0199820020089711;5:20.31
23;190;2190;0.6598173515981736;0.4738786272625753;0.019857901588181192;5:20.88
23;200;1830;0.7497267759562841;0.4332887340531675;0.019864948119955882;4:40.74
23;210;1290;0.8441860465116279;0.362819528630921;0.01981763731228864;3:04.60
23;220;870;0.9011494252873563;0.29863296239861004;0.019871539314123342;2:04.63
23;230;720;0.9222222222222223;0.2680077543468618;0.019609245718659508;1:47.28
23;240;30;1.0;0.0;0.0;0:04.59
23;250;150;0.9866666666666667;0.11508191810497569;0.018567408772215823;0:21.62
23;260;120;0.9916666666666667;0.09128709291752739;0.016500832303549998;0:17.67
23;270;30;1.0;0.0;0.0;0:04.89
23;280;30;1.0;0.0;0.0;0:04.80
23;290;30;1.0;0.0;0.0;0:04.73
23;300;30;1.0;0.0;0.0;0:04.95
23;310;30;1.0;0.0;0.0;0:04.63
23;320;30;1.0;0.0;0.0;0:04.73
23;330;30;1.0;0.0;0.0;0:04.70
23;340;30;1.0;0.0;0.0;0:04.89
23;350;30;1.0;0.0;0.0;0:04.55
23;360;30;1.0;0.0;0.0;0:04.97
23;370;30;1.0;0.0;0.0;0:04.91
23;380;30;1.0;0.0;0.0;0:04.51
23;390;30;1.0;0.0;0.0;0:04.76
23;400;30;1.0;0.0;0.0;0:04.83
23;410;30;1.0;0.0;0.0;0:04.86
23;420;30;1.0;0.0;0.0;0:05.29
23;430;30;1.0;0.0;0.0;0:04.69
23;440;30;1.0;0.0;0.0;0:05.46
23;450;30;1.0;0.0;0.0;0:05.23
23;460;30;1.0;0.0;0.0;0:04.80
23;470;30;1.0;0.0;0.0;0:04.51
23;480;30;1.0;0.0;0.0;0:04.95
23;490;30;1.0;0.0;0.0;0:04.48
23;500;30;1.0;0.0;0.0;0:04.86
23;510;30;1.0;0.0;0.0;0:05.11
23;520;30;1.0;0.0;0.0;0:04.82
23;530;30;1.0;0.0;0.0;0:05.01
23;540;30;1.0;0.0;0.0;0:04.73
23;550;30;1.0;0.0;0.0;0:04.86
23;560;30;1.0;0.0;0.0;0:04.84
23;570;30;1.0;0.0;0.0;0:04.79
23;580;30;1.0;0.0;0.0;0:04.60
23;590;30;1.0;0.0;0.0;0:05.08
23;600;30;1.0;0.0;0.0;0:05.09
24;10;30;0.0;0.0;0.0;0:00.66
24;20;30;0.0;0.0;0.0;0:00.89
24;30;30;0.0;0.0;0.0;0:01.19
24;40;30;0.0;0.0;0.0;0:01.43
24;50;30;0.0;0.0;0.0;0:01.73
24;60;30;0.0;0.0;0.0;0:02.02
24;70;30;0.0;0.0;0.0;0:02.14
24;80;30;0.0;0.0;0.0;0:02.35
24;90;30;0.0;0.0;0.0;0:02.60
24;100;30;0.0;0.0;0.0;0:02.87
24;110;30;0.0;0.0;0.0;0:03.35
24;120;30;0.0;0.0;0.0;0:03.59
24;130;30;0.0;0.0;0.0;0:03.62
24;140;420;0.04523809523809524;0.2080737671565114;0.01995708343835871;0:52.15
24;150;750;0.08133333333333333;0.2735287544816082;0.019607526193914197;1:41.53
24;160;1530;0.19738562091503267;0.39815593771968155;0.019966387418776696;3:24.66
24;170;1980;0.28383838383838383;0.45097324897377083;0.019876136548008384;4:52.25
24;180;2310;0.38614718614718613;0.4869704250473679;0.019868834836694597;5:49.59
24;190;2430;0.5218106995884774;0.49962688133487454;0.01987500336127991;6:25.30
24;200;2280;0.6241228070175439;0.4844548129851739;0.01989594872787144;6:14.40
24;210;1920;0.7276041666666667;0.445308459800992;0.01993115318685929;5:24.02
24;220;1410;0.8241134751773049;0.3808586744588532;0.01989645071273906;3:59.30
24;230;1110;0.8693693693693694;0.33714785062602426;0.019855518688351788;3:17.79
24;240;870;0.9022988505747126;0.29708093130578533;0.01976826455627313;2:49.11
24;250;510;0.9470588235294117;0.22413592316633005;0.019498822159542177;1:32.24
24;260;30;1.0;0.0;0.0;0:05.76
24;270;30;1.0;0.0;0.0;0:05.63
24;280;30;1.0;0.0;0.0;0:05.43
24;290;30;1.0;0.0;0.0;0:05.82
24;300;30;1.0;0.0;0.0;0:05.52
24;310;30;1.0;0.0;0.0;0:05.80
24;320;30;1.0;0.0;0.0;0:05.45
24;330;30;1.0;0.0;0.0;0:05.38
24;340;30;1.0;0.0;0.0;0:05.85
24;350;30;1.0;0.0;0.0;0:05.69
24;360;30;1.0;0.0;0.0;0:06.00
24;370;30;1.0;0.0;0.0;0:05.81
24;380;30;1.0;0.0;0.0;0:06.01
24;390;30;1.0;0.0;0.0;0:05.42
24;400;30;1.0;0.0;0.0;0:06.07
24;410;30;1.0;0.0;0.0;0:06.51
24;420;30;1.0;0.0;0.0;0:05.77
24;430;30;1.0;0.0;0.0;0:05.83
24;440;30;1.0;0.0;0.0;0:05.83
24;450;30;1.0;0.0;0.0;0:05.22
24;460;30;1.0;0.0;0.0;0:06.26
24;470;30;1.0;0.0;0.0;0:05.45
24;480;30;1.0;0.0;0.0;0:05.76
24;490;30;1.0;0.0;0.0;0:06.12
24;500;30;1.0;0.0;0.0;0:05.44
24;510;30;1.0;0.0;0.0;0:06.25
24;520;30;1.0;0.0;0.0;0:06.12
24;530;30;1.0;0.0;0.0;0:05.88
24;540;30;1.0;0.0;0.0;0:05.75
24;550;30;1.0;0.0;0.0;0:06.57
24;560;30;1.0;0.0;0.0;0:06.12
24;570;30;1.0;0.0;0.0;0:05.85
24;580;30;1.0;0.0;0.0;0:05.58
24;590;30;1.0;0.0;0.0;0:05.68
24;600;30;1.0;0.0;0.0;0:05.64
25;10;30;0.0;0.0;0.0;0:00.69
25;20;30;0.0;0.0;0.0;0:00.99
25;30;30;0.0;0.0;0.0;0:01.31
25;40;30;0.0;0.0;0.0;0:01.61
25;50;30;0.0;0.0;0.0;0:01.90
25;60;30;0.0;0.0;0.0;0:02.06
25;70;30;0.0;0.0;0.0;0:02.35
25;80;30;0.0;0.0;0.0;0:03.05
25;90;30;0.0;0.0;0.0;0:03.15
25;100;30;0.0;0.0;0.0;0:03.43
25;110;30;0.0;0.0;0.0;0:03.50
25;120;30;0.0;0.0;0.0;0:04.05
25;130;120;0.008333333333333333;0.09128709291752768;0.01650083230355005;0:16.11
25;140;300;0.03;0.17087224588772665;0.019414243556415824;0:42.60
25;150;660;0.0696969696969697;0.25482875142984746;0.019477038042988608;1:47.74
25;160;1290;0.1573643410852713;0.36428515795592653;0.019897691741847086;3:26.85
25;170;1920;0.26875;0.44342513099192504;0.019846858998935003;5:23.10
25;180;2280;0.38552631578947366;0.48682617315643745;0.019993337502052573;7:07.28
25;190;2430;0.49958847736625517;0.5001027430368558;0.01989393299313061;7:12.00
25;200;2280;0.624561403508772;0.48434217857083417;0.019891322974400466;7:45.39
25;210;1860;0.7424731182795699;0.43738957641647175;0.019890371694400333;5:59.62
25;220;1320;0.8386363636363636;0.3680054486017363;0.019870741610851526;4:21.57
25;230;1050;0.8771428571428571;0.32842958883907436;0.019888274164766497;3:25.45
25;240;720;0.9194444444444444;0.27234054240972777;0.019926261567617565;2:23.66
25;250;510;0.9450980392156862;0.2280124470891491;0.01983606239082883;1:45.39
25;260;210;0.9809523809523809;0.13701900688551374;0.018639806330790386;0:45.46
25;270;30;1.0;0.0;0.0;0:06.01
25;280;30;1.0;0.0;0.0;0:06.07
25;290;30;1.0;0.0;0.0;0:06.66
25;300;30;1.0;0.0;0.0;0:06.25
25;310;30;1.0;0.0;0.0;0:06.70
25;320;30;1.0;0.0;0.0;0:06.43
25;330;30;1.0;0.0;0.0;0:06.05
25;340;30;1.0;0.0;0.0;0:06.56
25;350;30;1.0;0.0;0.0;0:06.94
25;360;30;1.0;0.0;0.0;0:06.86
25;370;30;1.0;0.0;0.0;0:06.33
25;380;30;1.0;0.0;0.0;0:06.81
25;390;30;1.0;0.0;0.0;0:06.68
25;400;30;1.0;0.0;0.0;0:06.79
25;410;30;1.0;0.0;0.0;0:06.14
25;420;30;1.0;0.0;0.0;0:06.83
25;430;30;1.0;0.0;0.0;0:07.39
25;440;30;1.0;0.0;0.0;0:07.28
25;450;30;1.0;0.0;0.0;0:08.22
25;460;30;1.0;0.0;0.0;0:06.41
25;470;30;1.0;0.0;0.0;0:06.35
25;480;30;1.0;0.0;0.0;0:06.90
25;490;30;1.0;0.0;0.0;0:07.00
25;500;30;1.0;0.0;0.0;0:06.83
25;510;30;1.0;0.0;0.0;0:06.35
25;520;30;1.0;0.0;0.0;0:06.87
25;530;30;1.0;0.0;0.0;0:07.17
25;540;30;1.0;0.0;0.0;0:05.85
25;550;30;1.0;0.0;0.0;0:06.72
25;560;30;1.0;0.0;0.0;0:06.86
25;570;30;1.0;0.0;0.0;0:06.59
25;580;30;1.0;0.0;0.0;0:06.23
25;590;30;1.0;0.0;0.0;0:06.68
25;600;30;1.0;0.0;0.0;0:06.41
26;10;30;0.0;0.0;0.0;0:00.74
26;20;30;0.0;0.0;0.0;0:01.10
26;30;30;0.0;0.0;0.0;0:01.36
26;40;30;0.0;0.0;0.0;0:01.76
26;50;30;0.0;0.0;0.0;0:02.00
26;60;30;0.0;0.0;0.0;0:02.43
26;70;30;0.0;0.0;0.0;0:02.60
26;80;30;0.0;0.0;0.0;0:03.12
26;90;30;0.0;0.0;0.0;0:03.51
26;100;30;0.0;0.0;0.0;0:03.74
26;110;30;0.0;0.0;0.0;0:04.16
26;120;120;0.008333333333333333;0.09128709291752768;0.01650083230355005;0:16.80
26;130;30;0.0;0.0;0.0;0:04.80
26;140;360;0.03611111111111111;0.18682626815386427;0.0193642813741022;0:57.70
26;150;600;0.06;0.2376849951684239;0.019056916995752765;1:38.56
26;160;1170;0.13931623931623932;0.3464243023451245;0.019870710585064896;3:25.17
26;170;1500;0.19066666666666668;0.3929578002501123;0.019902112760186764;4:41.39
26;180;2070;0.30772946859903383;0.4616654703636159;0.019899604527798286;6:42.10
26;190;2370;0.42236286919831223;0.49403993902073395;0.01990022199092241;8:01.63
26;200;2400;0.5345833333333333;0.49890650887630095;0.019970126116650083;8:26.70
26;210;2250;0.636;0.48125558325715556;0.019896028845518315;8:14.46
26;220;1890;0.7354497354497355;0.4412101768800968;0.0199040322977698;7:38.58
26;230;1440;0.8208333333333333;0.3836250413384196;0.01983075428078006;5:28.17
26;240;1140;0.8640350877192983;0.3429017303261381;0.01992631926160788;4:27.08
26;250;780;0.9115384615384615;0.2841471572815953;0.01997190047373915;3:02.28
26;260;480;0.95;0.21817232850875276;0.019567073632791886;1:52.77
26;270;30;1.0;0.0;0.0;0:07.09
26;280;30;1.0;0.0;0.0;0:08.14
26;290;30;1.0;0.0;0.0;0:07.39
26;300;30;1.0;0.0;0.0;0:07.81
26;310;30;1.0;0.0;0.0;0:06.86
26;320;30;1.0;0.0;0.0;0:07.17
26;330;30;1.0;0.0;0.0;0:07.36
26;340;30;1.0;0.0;0.0;0:08.27
26;350;30;1.0;0.0;0.0;0:07.64
26;360;30;1.0;0.0;0.0;0:07.88
26;370;30;1.0;0.0;0.0;0:07.65
26;380;30;1.0;0.0;0.0;0:07.07
26;390;30;1.0;0.0;0.0;0:08.07
26;400;30;1.0;0.0;0.0;0:07.22
26;410;30;1.0;0.0;0.0;0:07.85
26;420;30;1.0;0.0;0.0;0:08.79
26;430;30;1.0;0.0;0.0;0:07.78
26;440;30;1.0;0.0;0.0;0:07.43
26;450;30;1.0;0.0;0.0;0:07.22
26;460;30;1.0;0.0;0.0;0:06.88
26;470;30;1.0;0.0;0.0;0:07.64
26;480;30;1.0;0.0;0.0;0:07.01
26;490;30;1.0;0.0;0.0;0:07.28
26;500;30;1.0;0.0;0.0;0:07.28
26;510;30;1.0;0.0;0.0;0:07.44
26;520;30;1.0;0.0;0.0;0:07.50
26;530;30;1.0;0.0;0.0;0:08.23
26;540;30;1.0;0.0;0.0;0:07.11
26;550;30;1.0;0.0;0.0;0:07.47
26;560;30;1.0;0.0;0.0;0:07.07
26;570;30;1.0;0.0;0.0;0:08.30
26;580;30;1.0;0.0;0.0;0:08.22
26;590;30;1.0;0.0;0.0;0:07.21
26;600;30;1.0;0.0;0.0;0:07.77
27;10;30;0.0;0.0;0.0;0:00.82
27;20;30;0.0;0.0;0.0;0:01.23
27;30;30;0.0;0.0;0.0;0:01.63
27;40;30;0.0;0.0;0.0;0:01.96
27;50;30;0.0;0.0;0.0;0:02.40
27;60;30;0.0;0.0;0.0;0:02.74
27;70;30;0.0;0.0;0.0;0:02.97
27;80;30;0.0;0.0;0.0;0:03.52
27;90;30;0.0;0.0;0.0;0:03.91
27;100;30;0.0;0.0;0.0;0:04.28
27;110;30;0.0;0.0;0.0;0:04.50
27;120;30;0.0;0.0;0.0;0:05.02
27;130;30;0.0;0.0;0.0;0:05.49
27;140;30;0.0;0.0;0.0;0:05.74
27;150;30;0.0;0.0;0.0;0:06.21
27;160;30;0.0;0.0;0.0;0:06.72
27;170;240;0.025;0.15645123025306878;0.01989418853823381;0:48.70
27;180;540;0.05925925925925926;0.2363282193890495;0.019977589856309312;2:02.56
27;190;870;0.09540229885057472;0.2939387871336321;0.019559181001175673;3:33.24
27;200;1410;0.17801418439716313;0.38266040413723595;0.019990574932948976;5:59.62
27;210;1830;0.25519125683060107;0.4360878337223731;0.019993278181047503;7:58.25
27;220;2250;0.37022222222222223;0.48297142785930114;0.019966965152309116;10:03.94
27;230;2430;0.5008230452674897;0.5001022348792213;0.01989391277877652;11:28.25
27;240;2340;0.5876068376068376;0.4923704337073256;0.019959833741413135;11:12.07
27;250;2100;0.6861904761904762;0.4641505089969795;0.01986313413914908;10:23.38
27;260;1620;0.7870370370370371;0.409528101693221;0.019957176026652396;8:00.91
27;270;1320;0.8424242424242424;0.36448083532729303;0.01968042736436211;6:43.46
27;280;990;0.8858585858585859;0.3181436617101938;0.019842006360662155;5:06.70
27;290;540;0.9407407407407408;0.23632821938904935;0.019977589856309298;2:48.06
27;300;450;0.9555555555555556;0.20630977158396283;0.019113220962380332;2:24.25
27;310;30;1.0;0.0;0.0;0:09.86
27;320;210;0.9809523809523809;0.13701900688551374;0.018639806330790386;1:06.32
27;330;30;1.0;0.0;0.0;0:10.56
27;340;30;1.0;0.0;0.0;0:09.80
27;350;30;1.0;0.0;0.0;0:09.31
27;360;30;1.0;0.0;0.0;0:10.29
27;370;30;1.0;0.0;0.0;0:09.66
27;380;30;1.0;0.0;0.0;0:09.39
27;390;30;1.0;0.0;0.0;0:09.60
27;400;30;1.0;0.0;0.0;0:09.60
27;410;30;1.0;0.0;0.0;0:09.42
27;420;30;1.0;0.0;0.0;0:09.83
27;430;30;1.0;0.0;0.0;0:09.38
27;440;30;1.0;0.0;0.0;0:10.60
27;450;30;1.0;0.0;0.0;0:10.61
27;460;30;1.0;0.0;0.0;0:10.34
27;470;30;1.0;0.0;0.0;0:10.02
27;480;30;1.0;0.0;0.0;0:10.89
27;490;30;1.0;0.0;0.0;0:10.01
27;500;30;1.0;0.0;0.0;0:10.35
27;510;30;1.0;0.0;0.0;0:09.14
27;520;30;1.0;0.0;0.0;0:10.46
27;530;30;1.0;0.0;0.0;0:10.03
27;540;30;1.0;0.0;0.0;0:08.66
27;550;30;1.0;0.0;0.0;0:09.91
27;560;30;1.0;0.0;0.0;0:09.72
27;570;30;1.0;0.0;0.0;0:10.36
27;580;30;1.0;0.0;0.0;0:09.68
27;590;30;1.0;0.0;0.0;0:09.46
27;600;30;1.0;0.0;0.0;0:09.50
28;10;30;0.0;0.0;0.0;0:00.93
28;20;30;0.0;0.0;0.0;0:01.31
28;30;30;0.0;0.0;0.0;0:01.79
28;40;30;0.0;0.0;0.0;0:02.24
28;50;30;0.0;0.0;0.0;0:02.64
28;60;30;0.0;0.0;0.0;0:03.08
28;70;30;0.0;0.0;0.0;0:03.29
28;80;30;0.0;0.0;0.0;0:03.69
28;90;30;0.0;0.0;0.0;0:04.17
28;100;30;0.0;0.0;0.0;0:04.46
28;110;30;0.0;0.0;0.0;0:05.26
28;120;30;0.0;0.0;0.0;0:05.76
28;130;30;0.0;0.0;0.0;0:06.21
28;140;30;0.0;0.0;0.0;0:06.21
28;150;30;0.0;0.0;0.0;0:06.57
28;160;30;0.0;0.0;0.0;0:07.53
28;170;450;0.04666666666666667;0.21115864480040142;0.019562436646605164;1:50.33
28;180;810;0.09012345679012346;0.28653547867037604;0.01976215101049456;3:22.12
28;190;1140;0.1368421052631579;0.343831419862138;0.019980344333137532;5:08.19
28;200;1800;0.24388888888888888;0.42954581141136017;0.01985699903281917;8:26.58
28;210;2130;0.3305164319248826;0.47050956852611175;0.019992804495806586;10:19.55
28;220;2400;0.4533333333333333;0.49792120312767085;0.019930686502787516;12:07.53
28;230;2370;0.5789029535864979;0.49383927111796405;0.01989213896868844;12:21.46
28;240;2220;0.6477477477477478;0.47777968657566816;0.019885487188178744;11:54.07
28;250;1860;0.7408602150537634;0.43828031075934526;0.01993087800300027;10:17.35
28;260;1470;0.8122448979591836;0.390649379804905;0.019986398248047363;8:12.65
28;270;900;0.9;0.3001668056842815;0.019636975155654116;5:05.51
28;280;600;0.94;0.237684995168424;0.019056916995752776;3:22.95
28;290;540;0.9444444444444444;0.22927381258641333;0.01938125799993197;3:05.50
28;300;300;0.9733333333333334;0.16137646493112826;0.0183353474297101;1:45.50
28;310;180;0.9833333333333333;0.12837619299299383;0.018881763416668893;1:03.03
28;320;30;1.0;0.0;0.0;0:10.92
28;330;30;1.0;0.0;0.0;0:10.20
28;340;30;1.0;0.0;0.0;0:10.25
28;350;30;1.0;0.0;0.0;0:12.19
28;360;120;0.9916666666666667;0.09128709291752739;0.016500832303549998;0:43.67
28;370;30;1.0;0.0;0.0;0:10.28
28;380;30;1.0;0.0;0.0;0:10.41
28;390;30;1.0;0.0;0.0;0:10.74
28;400;30;1.0;0.0;0.0;0:10.64
28;410;30;1.0;0.0;0.0;0:11.53
28;420;30;1.0;0.0;0.0;0:11.54
28;430;30;1.0;0.0;0.0;0:10.91
28;440;30;1.0;0.0;0.0;0:10.95
28;450;30;1.0;0.0;0.0;0:10.62
28;460;30;1.0;0.0;0.0;0:10.99
28;470;30;1.0;0.0;0.0;0:11.22
28;480;30;1.0;0.0;0.0;0:10.52
28;490;30;1.0;0.0;0.0;0:10.19
28;500;30;1.0;0.0;0.0;0:10.68
28;510;30;1.0;0.0;0.0;0:10.54
28;520;30;1.0;0.0;0.0;0:11.06
28;530;30;1.0;0.0;0.0;0:11.17
28;540;30;1.0;0.0;0.0;0:10.44
28;550;30;1.0;0.0;0.0;0:11.95
28;560;30;1.0;0.0;0.0;0:10.62
28;570;30;1.0;0.0;0.0;0:10.63
28;580;30;1.0;0.0;0.0;0:10.48
28;590;30;1.0;0.0;0.0;0:11.19
28;600;30;1.0;0.0;0.0;0:10.90
29;10;30;0.0;0.0;0.0;0:00.98
29;20;30;0.0;0.0;0.0;0:01.45
29;30;30;0.0;0.0;0.0;0:01.88
29;40;30;0.0;0.0;0.0;0:02.32
29;50;30;0.0;0.0;0.0;0:02.96
29;60;30;0.0;0.0;0.0;0:03.21
29;70;30;0.0;0.0;0.0;0:03.88
29;80;30;0.0;0.0;0.0;0:04.37
29;90;30;0.0;0.0;0.0;0:04.66
29;100;30;0.0;0.0;0.0;0:05.29
29;110;30;0.0;0.0;0.0;0:05.76
29;120;30;0.0;0.0;0.0;0:06.21
29;130;30;0.0;0.0;0.0;0:06.73
29;140;30;0.0;0.0;0.0;0:07.17
29;150;30;0.0;0.0;0.0;0:07.24
29;160;30;0.0;0.0;0.0;0:08.24
29;170;360;0.03333333333333333;0.17975532736438563;0.018631388251630177;1:38.00
29;180;630;0.06825396825396825;0.25238159516657016;0.019745674488517388;3:01.40
29;190;1050;0.1180952380952381;0.32287464545690675;0.01955189084027731;5:15.54
29;200;1500;0.188;0.390842472818704;0.019794977884539027;7:51.74
29;210;1980;0.2863636363636364;0.4521755943840323;0.0199291285638466;10:51.90
29;220;2340;0.4025641025641026;0.49051918441572673;0.019884787342310736;13:07.82
29;230;2430;0.5016460905349794;0.5001002022435203;0.01989383192115476;14:13.73
29;240;2310;0.6121212121212121;0.48737220001914017;0.01988522761979818;13:54.09
29;250;1920;0.7255208333333333;0.44636770348592997;0.01997856290406104;11:54.54
29;260;1710;0.7736842105263158;0.4185682843971227;0.019852903856287827;10:46.01
29;270;1140;0.8649122807017544;0.34196726122645144;0.01987201644545483;7:11.04
29;280;780;0.9141025641025641;0.28039233423436616;0.01970798457567706;5:00.99
29;290;660;0.9303030303030303;0.25482875142984734;0.019477038042988597;4:22.21
29;300;30;1.0;0.0;0.0;0:11.27
29;310;330;0.9666666666666667;0.17977809128866656;0.019468319360644068;2:10.61
29;320;180;0.9833333333333333;0.12837619299299383;0.018881763416668893;1:12.14
29;330;180;0.9833333333333333;0.12837619299299383;0.018881763416668893;1:11.61
29;340;30;1.0;0.0;0.0;0:11.47
29;350;30;1.0;0.0;0.0;0:12.04
29;360;30;1.0;0.0;0.0;0:11.77
29;370;30;1.0;0.0;0.0;0:12.11
29;380;30;1.0;0.0;0.0;0:11.66
29;390;30;1.0;0.0;0.0;0:11.98
29;400;30;1.0;0.0;0.0;0:11.27
29;410;30;1.0;0.0;0.0;0:12.87
29;420;30;1.0;0.0;0.0;0:12.82
29;430;30;1.0;0.0;0.0;0:11.88
29;440;30;1.0;0.0;0.0;0:13.68
29;450;30;1.0;0.0;0.0;0:11.67
29;460;30;1.0;0.0;0.0;0:11.47
29;470;30;1.0;0.0;0.0;0:12.54
29;480;30;1.0;0.0;0.0;0:12.13
29;490;30;1.0;0.0;0.0;0:11.49
29;500;30;1.0;0.0;0.0;0:12.35
29;510;30;1.0;0.0;0.0;0:10.98
29;520;30;1.0;0.0;0.0;0:12.70
29;530;30;1.0;0.0;0.0;0:12.24
29;540;30;1.0;0.0;0.0;0:12.88
29;550;30;1.0;0.0;0.0;0:12.91
29;560;30;1.0;0.0;0.0;0:11.85
29;570;30;1.0;0.0;0.0;0:11.77
29;580;30;1.0;0.0;0.0;0:11.42
29;590;30;1.0;0.0;0.0;0:12.11
29;600;30;1.0;0.0;0.0;0:11.87
30;10;30;0.0;0.0;0.0;0:01.12
30;20;30;0.0;0.0;0.0;0:01.61
30;30;30;0.0;0.0;0.0;0:02.21
30;40;30;0.0;0.0;0.0;0:02.56
30;50;30;0.0;0.0;0.0;0:03.09
30;60;30;0.0;0.0;0.0;0:03.78
